date,Jackson,Jasper,Adams,Clay,Kemper,Tunica,Hinds,Jones,Lee,Madison,Pearl River
2018-11-24,,,,,,,,,,6,1
2018-11-25,,,,,,,,,,15,3
2018-11-26,,,,,,,,,,18,1
2018-11-27,,,,,,,,,,13,2
2018-11-28,,,,,,,,,,9,6
2018-11-29,,,,,,,,,,10,7
2018-11-30,,,,,,,,,,24,2
2018-12-01,,,,,,,,0,3,14,1
2018-12-02,,,,,,,,1,2,5,2
2018-12-03,,,,,,,,2,2,11,0
2018-12-04,,,,,,,,6,2,13,4
2018-12-05,,,,,,,,5,2,7,4
2018-12-06,,,,,,,,2,0,11,6
2018-12-07,,,,,,,,3,1,13,6
2018-12-08,,,,,,,,1,5,8,2
2018-12-09,,,,,,,,3,2,12,3
2018-12-10,,,,,,,,1,9,14,4
2018-12-11,,,,,,,,0,9,16,3
2018-12-12,,,,,,,,5,8,17,4
2018-12-13,,,,,,,,0,10,13,3
2018-12-14,,,,,,,,5,11,13,5
2018-12-15,,,,,,,,6,6,10,0
2018-12-16,,,,,,,,4,6,14,4
2018-12-17,,,,,,,,5,10,5,3
2018-12-18,,,,,,,,7,18,10,4
2018-12-19,,,,,,,,6,5,11,3
2018-12-20,,,,,,,,5,8,9,1
2018-12-21,,,,,,,,11,15,12,4
2018-12-22,,,,,,,,9,12,12,2
2018-12-23,,,,,,,,5,10,9,2
2018-12-24,,,,,,,,0,13,7,2
2018-12-25,,,,,,,,2,6,2,1
2018-12-26,,,,,,,,2,16,15,1
2018-12-27,,,,,,,,4,15,2,11
2018-12-28,,,,,,,,5,17,14,5
2018-12-29,,,,,,,,1,8,5,4
2018-12-30,,,,,,,,4,11,7,3
2018-12-31,,,,,,,,4,15,13,1
2019-01-01,,,,,,,12,3,12,9,1
2019-01-02,,,,,,,3,1,15,7,1
2019-01-03,,,,,,,5,8,9,6,1
2019-01-04,,,,,,,6,4,17,8,2
2019-01-05,,,,,,,11,2,11,20,1
2019-01-06,,,,,,,5,10,11,14,3
2019-01-07,,,,,,,6,11,18,24,3
2019-01-08,,,,,,,9,6,16,9,3
2019-01-09,,,,,,,5,5,19,5,2
2019-01-10,,,,,,,12,10,17,10,5
2019-01-11,,,,,,,14,5,25,7,4
2019-01-12,,,,,,,9,4,14,5,3
2019-01-13,,,,,,,5,3,8,7,1
2019-01-14,,,,,,,11,6,13,9,5
2019-01-15,,,,,,,6,6,23,7,8
2019-01-16,,,,,,,9,6,22,6,3
2019-01-17,,,,,,,9,10,16,12,3
2019-01-18,,,,,,,12,8,17,15,2
2019-01-19,,,,,,,10,4,8,10,3
2019-01-20,,,,,,,8,3,31,12,2
2019-01-21,,,,,,,8,1,14,4,4
2019-01-22,,,,,,,12,8,8,11,5
2019-01-23,,,,,,,7,4,13,9,5
2019-01-24,,,,,,,9,6,20,8,7
2019-01-25,,,,,,,8,9,17,24,4
2019-01-26,,,,,,,10,4,7,8,7
2019-01-27,,,,,,,12,1,7,6,1
2019-01-28,,,,,,,5,3,5,15,2
2019-01-29,,,,,,,5,4,8,12,4
2019-01-30,,,,,,,11,1,12,17,3
2019-01-31,,,,,,,14,6,14,13,7
2019-02-01,,,,,,,7,3,7,18,3
2019-02-02,,,,,,,7,3,19,16,3
2019-02-03,,,,,,,15,2,11,12,1
2019-02-04,,,,,,,5,4,8,7,1
2019-02-05,,,,,,,15,3,23,11,5
2019-02-06,,,,,,,10,7,11,8,3
2019-02-07,,,,,,,5,10,15,15,9
2019-02-08,,,,,,,10,7,15,10,3
2019-02-09,,,,,,,9,1,5,2,1
2019-02-10,,,,,,,2,7,0,2,3
2019-02-11,,,,,,,10,11,15,8,7
2019-02-12,,,,,,,3,13,15,10,11
2019-02-13,,,,,,,8,18,7,10,2
2019-02-14,,,,,,,8,8,24,18,2
2019-02-15,,,,,,,9,12,18,16,6
2019-02-16,,,,,,,12,8,8,7,2
2019-02-17,,,,,,,4,3,16,8,3
2019-02-18,,,,,,,1,2,5,4,1
2019-02-19,,,,,,,9,9,7,14,2
2019-02-20,,,,,,,16,5,14,13,0
2019-02-21,,,,,,,7,6,14,8,5
2019-02-22,,,,,,,5,5,10,5,3
2019-02-23,,,,,,,13,3,2,8,2
2019-02-24,,,,,,,8,2,16,10,1
2019-02-25,,,,,,,7,2,13,9,11
2019-02-26,,,,,,,7,11,25,13,8
2019-02-27,,,,,,,15,12,20,10,3
2019-02-28,,,,,,,5,4,8,8,8
2019-03-01,,,,,,,4,17,12,16,4
2019-03-02,,,,,,,8,3,12,11,0
2019-03-03,,,,,,,4,5,8,3,3
2019-03-04,,,,,,,2,8,3,9,4
2019-03-05,,,,,,,4,2,4,5,3
2019-03-06,,,,,,,7,5,0,8,7
2019-03-07,,,,,,,6,2,3,8,4
2019-03-08,,,,,,,13,4,7,8,2
2019-03-09,,,,,,,13,6,6,6,2
2019-03-10,,,,,,,9,1,10,8,3
2019-03-11,,,,,,,7,5,9,11,6
2019-03-12,,,,,,,5,1,10,4,29
2019-03-13,,,,,,,9,6,16,8,3
2019-03-14,,,,,,,12,9,5,22,6
2019-03-15,,,,,,,16,4,12,25,4
2019-03-16,,,,,,,9,5,13,11,2
2019-03-17,,,,,,,9,5,6,8,2
2019-03-18,,,,,,,10,8,7,11,3
2019-03-19,,,,,,,10,22,12,20,3
2019-03-20,,,,,,,7,6,21,13,1
2019-03-21,,,,,,,10,8,14,13,2
2019-03-22,,,,,,,14,6,18,32,1
2019-03-23,,,,,,,10,6,14,8,0
2019-03-24,,,,,,,7,2,12,10,1
2019-03-25,,,,,,,8,13,10,12,2
2019-03-26,,,,,,,4,8,21,17,7
2019-03-27,,,,,,,10,5,14,15,1
2019-03-28,,,,,,,11,5,9,25,3
2019-03-29,,,,,,,12,5,20,15,4
2019-03-30,,,,,,,17,5,17,12,1
2019-03-31,,,,,,,10,3,5,5,3
2019-04-01,,,,,0,1,10,13,12,17,8
2019-04-02,,,,,7,2,13,12,16,13,4
2019-04-03,,,,,1,0,11,6,17,7,1
2019-04-04,,,,,3,0,9,6,19,13,4
2019-04-05,,,,,3,1,7,8,15,14,7
2019-04-06,,,,,0,0,10,6,18,15,2
2019-04-07,,,,,1,2,13,8,12,5,1
2019-04-08,,,,,4,3,19,5,21,14,11
2019-04-09,,,,,0,6,9,5,14,11,8
2019-04-10,,,,,0,5,11,10,14,19,6
2019-04-11,,,,,1,1,14,8,17,16,3
2019-04-12,,,,,0,0,12,9,19,15,7
2019-04-13,,,,,0,1,4,4,13,12,2
2019-04-14,,,,,0,0,5,3,8,5,1
2019-04-15,,,,,9,3,8,5,10,13,10
2019-04-16,,,,,3,4,4,5,13,14,2
2019-04-17,,,,,0,6,11,6,13,12,3
2019-04-18,,,,,4,2,5,4,12,18,7
2019-04-19,,,,,5,3,7,10,5,12,0
2019-04-20,,,,,0,4,5,5,9,16,1
2019-04-21,,,,,0,0,9,2,11,7,3
2019-04-22,,,,,1,4,18,14,5,9,0
2019-04-23,,,,,7,2,4,15,24,12,2
2019-04-24,,,,,1,3,4,13,14,8,3
2019-04-25,,,,,2,2,8,9,14,19,1
2019-04-26,,,,,0,3,10,10,14,18,4
2019-04-27,,,,,0,0,7,3,25,10,4
2019-04-28,,,,,0,0,4,7,15,13,4
2019-04-29,,,,,0,3,5,3,9,10,8
2019-04-30,,,,,1,1,14,8,4,21,3
2019-05-01,,,,,3,1,16,9,14,19,9
2019-05-02,,,,,3,6,14,5,14,11,6
2019-05-03,,,,,5,7,13,9,12,21,5
2019-05-04,,,,,2,1,6,3,14,21,0
2019-05-05,,,,,0,2,5,5,5,9,1
2019-05-06,,,,,1,4,9,17,9,27,7
2019-05-07,,,,,0,1,7,10,20,9,2
2019-05-08,,,,,14,3,9,11,15,15,7
2019-05-09,,,,,3,1,13,5,12,14,4
2019-05-10,,,,,5,2,7,5,10,19,5
2019-05-11,,,,,0,3,15,9,10,7,0
2019-05-12,,,,,0,0,4,7,8,20,1
2019-05-13,,,,,3,1,12,5,13,27,7
2019-05-14,,,,,8,5,14,5,19,25,3
2019-05-15,,,4,0,15,2,18,4,10,15,8
2019-05-16,,,3,0,2,2,8,7,14,9,13
2019-05-17,,,1,1,6,5,13,10,10,20,4
2019-05-18,,,0,0,3,4,12,9,19,10,4
2019-05-19,,,1,0,0,3,7,6,5,8,0
2019-05-20,,,3,0,2,2,5,9,7,9,7
2019-05-21,,,4,2,4,4,10,4,19,11,2
2019-05-22,,,1,4,6,2,12,7,4,14,9
2019-05-23,,,3,2,4,4,11,10,11,21,8
2019-05-24,,,1,3,2,1,13,10,15,18,10
2019-05-25,,,3,2,0,6,9,4,13,15,2
2019-05-26,,,5,3,2,1,2,10,13,11,4
2019-05-27,,,4,0,0,6,0,4,16,11,2
2019-05-28,,,5,1,0,1,5,7,11,17,5
2019-05-29,,,4,1,16,2,3,9,19,17,4
2019-05-30,,,6,0,2,6,5,7,20,18,3
2019-05-31,,,8,2,2,3,7,6,11,17,2
2019-06-01,,2,5,3,0,0,10,10,5,8,4
2019-06-02,,1,3,3,1,4,9,4,10,11,3
2019-06-03,,1,3,1,7,2,8,6,5,21,7
2019-06-04,,2,1,4,0,3,11,6,18,16,5
2019-06-05,,2,2,3,7,7,12,14,9,16,4
2019-06-06,,2,2,1,5,4,6,8,15,13,4
2019-06-07,,0,5,4,3,3,10,16,14,34,1
2019-06-08,,1,7,0,0,7,10,2,9,15,2
2019-06-09,,5,4,3,0,1,16,7,10,9,5
2019-06-10,,0,0,3,0,5,10,9,9,14,0
2019-06-11,,1,5,4,4,4,10,2,13,12,1
2019-06-12,,5,3,3,2,0,4,9,9,12,1
2019-06-13,,1,2,1,6,1,12,4,22,11,5
2019-06-14,,3,3,4,3,1,9,6,13,40,2
2019-06-15,,1,2,3,2,3,12,7,5,12,4
2019-06-16,,1,2,0,0,1,8,4,12,9,3
2019-06-17,,4,6,1,7,3,9,7,14,13,11
2019-06-18,,2,1,3,4,0,12,6,16,17,5
2019-06-19,,2,6,3,1,4,4,3,11,19,4
2019-06-20,,0,2,4,3,1,10,5,15,20,2
2019-06-21,,1,2,3,4,1,10,3,14,30,15
2019-06-22,,1,2,1,0,3,10,7,5,15,4
2019-06-23,,0,2,2,2,2,5,9,6,6,4
2019-06-24,,3,2,1,0,4,10,3,15,18,4
2019-06-25,,0,2,1,3,2,6,11,14,15,3
2019-06-26,,0,3,2,9,1,18,9,11,11,4
2019-06-27,,1,6,0,5,0,8,9,14,14,10
2019-06-28,,0,6,1,12,0,9,6,14,21,3
2019-06-29,,2,5,3,0,4,6,4,10,22,1
2019-06-30,,2,3,3,0,2,5,12,7,10,2
2019-07-01,,2,4,5,0,1,11,2,18,19,5
2019-07-02,,4,7,4,2,3,7,2,19,27,7
2019-07-03,,5,3,1,2,3,9,5,16,24,7
2019-07-04,,0,3,0,0,7,7,4,14,15,2
2019-07-05,,2,0,1,0,12,9,7,17,27,2
2019-07-06,,6,2,2,0,0,10,3,17,11,2
2019-07-07,,1,2,1,0,1,9,3,10,10,2
2019-07-08,,4,8,3,0,6,5,4,6,13,3
2019-07-09,,8,7,0,2,5,9,9,12,12,0
2019-07-10,,3,1,1,1,1,7,12,16,9,4
2019-07-11,,0,6,0,12,2,12,4,11,19,4
2019-07-12,,6,5,2,1,3,8,8,17,25,7
2019-07-13,,2,0,2,0,0,13,6,11,32,2
2019-07-14,,4,3,3,1,4,3,3,11,7,1
2019-07-15,,2,3,4,3,0,9,5,9,21,4
2019-07-16,,3,4,3,7,3,16,11,12,11,6
2019-07-17,,0,6,3,4,0,9,6,8,19,6
2019-07-18,,1,7,2,1,4,9,7,15,27,8
2019-07-19,,4,3,1,0,3,13,7,14,30,5
2019-07-20,,2,1,3,4,4,6,7,10,15,1
2019-07-21,,2,2,2,1,2,15,8,19,10,4
2019-07-22,,0,5,0,8,1,5,8,10,14,9
2019-07-23,,3,12,5,0,1,5,9,11,10,23
2019-07-24,,2,3,3,5,1,14,7,17,15,17
2019-07-25,,4,2,3,0,2,6,9,13,16,18
2019-07-26,,4,7,3,4,6,9,8,13,26,0
2019-07-27,,6,8,5,0,2,4,11,21,12,1
2019-07-28,,0,4,1,3,2,6,4,10,13,4
2019-07-29,,2,4,1,5,4,9,8,7,23,8
2019-07-30,,4,2,3,5,5,10,9,14,19,4
2019-07-31,,0,1,8,4,3,6,10,10,15,6
2019-08-01,,1,3,2,7,1,14,16,22,19,5
2019-08-02,,2,2,1,3,5,7,9,16,32,9
2019-08-03,,6,4,2,0,6,2,5,21,14,3
2019-08-04,,2,3,0,1,3,3,9,23,9,1
2019-08-05,,0,4,7,9,2,9,8,7,14,2
2019-08-06,,1,1,5,3,3,6,3,10,12,5
2019-08-07,,1,4,2,5,6,8,4,10,15,0
2019-08-08,,0,1,1,12,0,16,15,22,21,6
2019-08-09,,5,6,3,5,1,8,5,11,26,10
2019-08-10,,0,0,2,0,10,11,4,12,12,1
2019-08-11,,8,3,1,1,2,13,5,14,18,4
2019-08-12,,1,0,9,3,1,8,9,8,15,4
2019-08-13,,4,5,3,0,4,8,11,13,13,3
2019-08-14,,3,1,1,1,5,6,8,16,17,3
2019-08-15,,5,2,4,3,5,11,7,17,23,2
2019-08-16,,3,2,3,13,4,9,8,14,25,9
2019-08-17,,1,1,3,1,3,12,3,13,10,1
2019-08-18,,3,3,0,0,3,6,10,17,11,2
2019-08-19,,0,2,2,6,3,10,7,14,19,7
2019-08-20,,3,3,9,9,4,4,9,11,11,7
2019-08-21,,2,3,3,1,1,9,6,12,14,4
2019-08-22,,1,1,2,2,2,13,12,13,13,2
2019-08-23,,2,5,2,5,4,8,7,11,19,8
2019-08-24,,0,5,1,2,4,3,5,16,12,3
2019-08-25,,1,1,1,3,3,9,6,11,17,2
2019-08-26,,1,4,1,6,6,6,6,19,19,5
2019-08-27,,2,2,2,12,3,6,4,17,18,2
2019-08-28,,3,8,1,2,6,10,10,8,15,8
2019-08-29,,0,2,3,15,2,6,7,12,22,9
2019-08-30,,2,1,5,8,3,6,8,3,28,9
2019-08-31,,4,7,8,3,8,8,6,16,15,2
2019-09-01,,3,3,7,0,6,9,8,14,11,2
2019-09-02,,1,3,3,2,1,7,6,8,19,1
2019-09-03,,2,5,3,4,1,6,10,4,10,3
2019-09-04,,3,5,1,6,4,13,4,12,18,7
2019-09-05,,1,4,3,2,1,8,8,12,16,4
2019-09-06,,2,11,6,14,2,9,6,17,25,5
2019-09-07,,0,5,3,0,2,11,9,10,11,6
2019-09-08,,3,2,3,1,3,8,13,18,7,1
2019-09-09,,0,5,4,4,6,9,3,16,16,3
2019-09-10,,1,5,1,15,1,5,5,13,10,6
2019-09-11,,0,1,0,4,0,13,9,14,23,4
2019-09-12,,4,11,3,1,2,7,8,8,18,9
2019-09-13,,2,7,6,2,3,12,13,13,24,3
2019-09-14,,1,4,2,1,2,12,5,19,18,1
2019-09-15,,4,5,4,3,2,11,2,13,7,4
2019-09-16,,1,3,2,2,3,15,10,11,10,9
2019-09-17,,3,10,0,4,3,10,10,14,14,7
2019-09-18,,2,7,1,1,2,14,6,22,20,7
2019-09-19,,1,2,1,5,1,15,9,18,23,4
2019-09-20,,1,2,2,2,2,12,10,11,20,26
2019-09-21,,2,1,0,0,2,13,6,7,20,1
2019-09-22,,1,5,1,1,2,7,13,12,14,6
2019-09-23,,3,3,4,2,3,9,7,15,18,2
2019-09-24,,0,9,5,0,1,9,6,15,18,3
2019-09-25,,0,3,4,6,13,15,16,15,15,2
2019-09-26,,0,2,6,1,2,7,11,9,17,2
2019-09-27,,4,4,5,6,4,7,6,12,25,3
2019-09-28,,3,1,2,0,1,13,3,20,11,0
2019-09-29,,0,2,5,2,1,8,5,15,16,0
2019-09-30,,3,6,2,5,1,0,4,12,32,0
2019-10-01,,4,6,4,1,4,5,11,18,30,4
2019-10-02,,2,2,5,2,5,9,12,17,21,1
2019-10-03,,2,6,0,5,1,14,10,13,12,7
2019-10-04,,1,5,3,3,1,3,5,15,19,11
2019-10-05,,0,5,2,0,1,9,3,20,12,1
2019-10-06,,0,7,2,4,0,6,7,10,13,2
2019-10-07,,2,3,4,7,1,17,9,5,14,5
2019-10-08,,5,5,1,2,4,4,5,20,13,4
2019-10-09,,1,10,3,8,5,9,6,17,16,0
2019-10-10,1,0,5,1,0,4,13,7,8,18,8
2019-10-11,,0,7,4,4,2,11,2,11,33,11
2019-10-12,,0,2,0,1,3,9,4,12,10,4
2019-10-13,,3,4,1,0,6,9,3,6,7,3
2019-10-14,,0,2,3,4,0,8,3,10,8,2
2019-10-15,,2,5,7,12,5,6,3,10,14,7
2019-10-16,,5,2,8,4,0,13,5,22,20,6
2019-10-17,,1,4,8,2,3,12,4,21,18,4
2019-10-18,,1,4,1,1,3,6,4,20,10,2
2019-10-19,,0,5,2,4,2,9,13,9,10,3
2019-10-20,,0,2,3,3,5,11,8,7,9,1
2019-10-21,,0,1,3,5,2,9,5,9,21,6
2019-10-22,,1,5,1,8,4,12,4,12,12,8
2019-10-23,,2,5,2,2,1,12,7,6,18,4
2019-10-24,,0,2,2,3,0,8,11,13,19,4
2019-10-25,,1,3,3,3,0,9,7,7,18,2
2019-10-26,,1,3,2,0,2,10,3,8,9,1
2019-10-27,,0,4,0,1,6,6,5,11,10,0
2019-10-28,,1,6,7,6,1,4,4,10,13,0
2019-10-29,,3,3,2,3,2,12,8,12,5,11
2019-10-30,,1,7,0,2,2,5,11,16,32,2
2019-10-31,,0,6,2,4,4,3,2,9,12,3
2019-11-01,,0,0,2,5,4,9,,12,22,4
2019-11-02,,0,0,2,2,4,6,,15,15,3
2019-11-03,,0,0,1,0,2,6,,12,18,1
2019-11-04,,2,0,1,7,5,7,,10,12,7
2019-11-05,,4,0,2,0,0,14,,17,15,1
2019-11-06,,0,3,3,7,4,14,,18,27,3
2019-11-07,,2,6,3,4,2,18,,9,10,0
2019-11-08,,1,3,1,7,5,8,,15,24,3
2019-11-09,,1,0,0,2,3,8,,11,9,0
2019-11-10,,0,0,2,1,2,6,,15,12,2
2019-11-11,,0,0,2,1,1,6,,8,6,4
2019-11-12,,1,1,3,0,0,4,,11,13,7
2019-11-13,,1,4,1,2,9,10,,17,20,4
2019-11-14,,0,2,1,1,2,8,,17,15,1
2019-11-15,,1,6,2,7,5,2,,16,15,7
2019-11-16,,2,3,2,1,0,8,,8,18,2
2019-11-17,,1,1,2,0,5,8,,5,15,0
2019-11-18,,0,3,3,14,0,9,,9,12,7
2019-11-19,,2,4,2,7,0,11,,10,11,3
2019-11-20,,0,6,5,3,0,13,,15,20,7
2019-11-21,,1,3,4,6,0,13,,16,16,10
2019-11-22,,1,4,5,7,1,12,,12,28,5
2019-11-23,1,3,2,3,1,3,10,,25,17,3
2019-11-24,,0,5,1,4,1,7,,18,10,2
2019-11-25,,1,5,2,2,1,8,,6,11,3
2019-11-26,,1,8,2,3,2,9,,20,17,3
2019-11-27,,0,4,5,0,2,2,,8,14,5
2019-11-28,,1,1,1,2,2,6,,19,7,6
2019-11-29,,1,6,3,0,1,11,,13,6,1
2019-11-30,,1,2,3,0,4,9,,15,11,4
2019-12-01,,2,3,1,0,3,7,,10,11,3
2019-12-02,12,3,6,2,4,1,5,,8,14,2
2019-12-03,26,0,10,0,9,3,11,,10,13,3
2019-12-04,20,6,3,3,3,3,8,,11,16,3
2019-12-05,18,5,6,3,6,4,9,,11,13,8
2019-12-06,24,0,5,3,1,1,13,,5,34,4
2019-12-07,26,0,1,1,1,3,9,,19,11,2
2019-12-08,16,1,1,1,3,3,9,,17,11,2
2019-12-09,19,1,2,1,2,2,13,,15,16,2
2019-12-10,15,1,4,1,1,2,12,,9,13,2
2019-12-11,21,1,3,1,2,2,17,,16,19,4
2019-12-12,19,0,4,0,7,0,14,,15,11,1
2019-12-13,11,0,2,4,6,1,10,,16,22,5
2019-12-14,14,1,5,2,0,3,11,,12,15,4
2019-12-15,7,1,4,2,0,0,7,,14,6,0
2019-12-16,21,0,2,2,2,4,4,,6,21,2
2019-12-17,15,0,5,2,2,2,7,,10,10,1
2019-12-18,14,2,9,2,4,1,13,,21,18,4
2019-12-19,12,0,5,1,4,4,12,,6,20,13
2019-12-20,14,2,2,2,1,4,8,,19,22,3
2019-12-21,27,0,1,0,1,7,19,,16,16,0
2019-12-22,11,0,3,0,0,2,5,,7,6,3
2019-12-23,12,1,3,1,8,2,6,,10,13,4
2019-12-24,18,4,5,1,2,3,9,,24,5,1
2019-12-25,17,1,3,3,0,3,3,,0,9,5
2019-12-26,22,3,2,2,0,4,1,,9,8,5
2019-12-27,20,0,1,7,0,3,7,,12,10,4
2019-12-28,20,0,5,4,1,1,7,,9,7,3
2019-12-29,9,0,3,2,0,2,1,,10,3,0
2019-12-30,14,1,4,0,6,1,5,,10,18,2
2019-12-31,20,1,3,1,0,7,3,,11,14,8
2020-01-01,16,1,1,7,0,3,6,,20,9,5
2020-01-02,19,0,0,1,1,2,10,,8,16,1
2020-01-03,16,1,0,3,3,2,6,,14,4,2
2020-01-04,10,0,2,2,0,1,11,,10,18,1
2020-01-05,15,1,1,1,1,6,11,,11,10,3
2020-01-06,26,1,2,1,1,3,6,,10,28,5
2020-01-07,14,3,4,3,5,2,16,,10,17,3
2020-01-08,23,0,5,2,0,3,14,,15,16,9
2020-01-09,28,1,3,2,3,4,15,,14,16,3
2020-01-10,22,3,4,2,1,3,3,,9,8,11
2020-01-11,8,1,8,3,0,4,3,,17,10,0
2020-01-12,14,1,6,1,1,0,5,,10,10,0
2020-01-13,27,1,3,7,2,3,10,,10,22,0
2020-01-14,17,0,3,4,4,6,10,,12,8,1
2020-01-15,23,5,8,0,0,1,8,,16,10,5
2020-01-16,20,0,4,3,4,2,8,,15,16,3
2020-01-17,30,1,3,3,2,1,14,,12,25,3
2020-01-18,15,0,1,0,1,4,7,,16,17,2
2020-01-19,18,0,3,6,0,2,3,,18,9,0
2020-01-20,7,0,3,4,1,2,6,,11,6,2
2020-01-21,25,2,7,4,5,4,6,,17,13,4
2020-01-22,25,0,5,1,2,2,13,,13,15,1
2020-01-23,24,2,2,0,1,0,7,,9,16,7
2020-01-24,17,2,2,4,0,2,14,,20,17,4
2020-01-25,26,4,6,1,0,3,8,,13,12,3
2020-01-26,23,0,4,1,0,2,10,,15,8,1
2020-01-27,15,0,6,0,24,3,5,,8,24,16
2020-01-28,18,0,4,3,0,4,8,,13,22,3
2020-01-29,14,1,5,1,5,5,19,,15,10,5
2020-01-30,36,2,3,2,13,7,7,,12,21,3
2020-01-31,22,4,4,0,10,2,3,,6,23,2
2020-02-01,11,1,2,2,2,7,13,,11,16,0
2020-02-02,24,0,2,0,1,6,8,,6,20,1
2020-02-03,27,0,7,4,2,2,4,,6,25,2
2020-02-04,19,3,3,1,1,0,6,,16,15,1
2020-02-05,20,0,4,2,2,2,8,,13,22,5
2020-02-06,14,0,5,0,2,3,4,,15,18,4
2020-02-07,28,3,4,0,0,3,8,,11,20,9
2020-02-08,21,1,4,3,0,6,6,,10,11,4
2020-02-09,12,1,2,2,0,0,13,,5,14,1
2020-02-10,13,2,4,1,14,4,14,,7,15,6
2020-02-11,23,1,5,3,3,0,4,,9,2,3
2020-02-12,19,3,7,0,2,1,13,,12,13,4
2020-02-13,13,0,4,1,2,3,9,,8,17,3
2020-02-14,17,1,5,3,3,5,7,,10,33,4
2020-02-15,19,0,5,1,0,2,11,,11,15,4
2020-02-16,17,2,1,2,0,4,8,,9,13,0
2020-02-17,13,0,5,2,0,3,2,,6,4,2
2020-02-18,23,4,7,0,1,4,14,,10,24,7
2020-02-19,24,4,3,1,1,8,14,,14,19,4
2020-02-20,21,1,2,1,11,1,4,,14,16,2
2020-02-21,12,4,7,0,1,1,8,,20,21,4
2020-02-22,23,0,3,1,1,2,10,,13,8,2
2020-02-23,18,0,0,2,3,3,6,,7,11,0
2020-02-24,23,4,5,1,4,2,13,,9,18,3
2020-02-25,14,3,9,2,3,6,14,,10,19,4
2020-02-26,10,0,12,0,5,5,16,,17,9,6
2020-02-27,22,3,3,5,0,4,9,,11,17,3
2020-02-28,24,3,3,2,5,4,9,,15,14,4
2020-03-01,18,1,1,1,2,3,5,,12,15,2
2020-03-02,22,2,3,2,7,4,11,,5,9,1
2020-03-03,24,2,9,5,10,6,8,,20,15,4
2020-03-04,26,0,3,0,0,1,14,,19,17,4
2020-03-05,17,2,7,1,5,2,8,,16,10,4
2020-03-06,23,4,6,7,19,4,7,,10,15,5
2020-03-07,13,2,1,1,1,2,12,,18,8,5
2020-03-08,16,0,6,6,0,2,7,,10,13,2
